salary,lifestyle,rent,food,travel,gym,misc,total_expense,savings,lifestyle_encoded
145608,Middle,43402.925526497675,34764.505539188925,15270.998557153876,8474.936999242596,20745.280671489694,122658.64729357275,22949.35270642725,1
171730,Middle,47579.54613479526,41248.34291327551,17234.03459484293,7190.90666023816,20469.76099195553,133722.59129510738,38007.408704892616,1
99478,Rich,32054.004879362263,25573.890014838933,10457.606491754226,6571.909467859234,8297.036747093038,82954.44760090769,16523.55239909231,2
137537,Rich,43344.40847780492,39504.731714151676,20385.955434062067,9838.862981121118,16463.869602302497,129537.82820944228,7999.171790557724,2
164503,Middle,46869.68456446878,35317.10359030244,17582.42636283014,10045.326830355589,19507.810207518083,129322.35155547503,35180.648444524966,1
145523,Basic,29233.488634111505,34221.18711399416,7370.88588894348,4747.507653670714,15742.798114564142,91315.867405284,54207.13259471599,0
17747,Rich,5825.988290347226,4883.897223071475,1786.6913305003914,1080.543389626363,1846.4625979112875,15423.582831456742,2323.4171685432575,2
138855,Basic,33662.663138195254,33940.62003583848,8958.299627668897,4800.00208947927,16082.565011227663,97444.14990240957,41410.85009759043,0
205222,Basic,44555.60892813016,43039.80961668164,13720.823450870976,5395.549683632315,21387.938205445145,128099.72988476024,77122.27011523976,0
80725,Rich,26982.355817294254,23037.91888419729,9525.519400296971,4222.054892632624,7834.515329495662,71602.3643239168,9122.635676083199,2
144981,Basic,32202.711852178916,33843.428678169075,8620.931514632255,4878.898523639469,20815.564013626394,100361.53458224611,44619.46541775389,0
99654,Basic,21114.121703278135,24808.462472278625,6137.793910146941,2525.747940192906,12065.663769094024,66651.78979499063,33002.21020500937,0
181845,Middle,46319.535450286865,37511.94952848479,17562.110370838247,11433.20172276047,26370.363960271163,139197.16103264154,42647.83896735846,1
134346,Basic,31334.98188903841,27575.991318401357,9425.795009097184,4394.263988695229,18847.157968351796,91578.19017358396,42767.809826416036,0
82435,Middle,24010.218691773625,20065.516027592006,7960.357256173119,5023.25354292562,9349.160916888035,66408.5064353524,16026.493564647593,1
71886,Rich,25157.714391144706,18601.703863780847,7224.954301718543,3915.217897555608,7981.854216246763,62881.444670446464,9004.555329553536,2
81803,Rich,26368.31225447006,22281.093138581822,12086.486994649666,6347.016831442617,7562.506525463255,74645.41574460741,7157.58425539259,2
46551,Middle,12124.343247643905,11285.084767731276,5411.123751047446,2618.3963505957713,6120.115158810607,37559.06327582901,8991.936724170992,1
131216,Rich,41050.363239009195,38057.906275289504,17268.82882856835,8542.870866954338,10812.768171775311,115732.73738159671,15483.262618403285,2
26394,Basic,6487.55937002597,6091.0112394813,1472.276662599786,847.9791034330141,3533.448388590493,18432.274764130565,7961.725235869435,0
84092,Basic,19029.053957618293,19837.730567409893,5671.468761676417,3275.836793844948,8634.974736678647,56449.06481722819,27642.935182771813,0
18890,Basic,3878.3490716495003,3942.032861103374,1335.619945711475,621.7061207248778,2731.549593468056,12509.257592657283,6380.742407342717,0
56606,Rich,19056.0630548973,15590.298536454065,8467.781522209812,3282.1992090075805,6415.025883752616,52811.36820632138,3794.6317936786218,2
242348,Basic,53641.1896560226,56330.583171812825,17404.961778316192,7918.740710448073,25937.383194688067,161232.85851128778,81115.14148871222,0
226110,Rich,72840.78265201075,62874.84158172294,32209.864219393625,14314.882207825354,26398.31812357157,208638.68878452425,17471.311215475755,2
102313,Basic,22715.40039401892,23269.965687038828,7559.761312367805,3239.368079925656,15143.439581985194,71927.9350553364,30385.064944663594,0
156699,Middle,44348.44821528666,35435.20243714695,12683.793510371319,8212.905939538205,18014.496402482393,118694.84650482555,38004.153495174454,1
23792,Rich,8027.546502518956,6195.767122362658,2623.329815845028,1324.87111230111,2022.9058667285267,20194.42041975628,3597.5795802437206,2
220041,Rich,69434.01460473728,64757.20939921228,30529.90179873373,15855.612386620895,24621.151522080938,205197.88971138513,14843.110288614873,2
189073,Basic,40361.58242946051,46204.16313978226,10232.460831444458,5053.337911745905,24454.21135487562,126305.75566730877,62767.24433269123,0
222624,Rich,67932.65711935247,63783.225146176934,26572.91321176252,16370.025807012133,22199.14170727946,196857.96299158354,25766.03700841646,2
169969,Rich,52527.8531021025,48736.58651571283,19139.73280149947,11001.12608288684,14111.052569013218,145516.35107121483,24452.648928785173,2
83148,Middle,23355.718829052603,19397.83707726755,7911.280128432681,5706.6703601440995,11949.06987416955,68320.57626906647,14827.42373093353,1
139243,Middle,39739.54084651921,32817.15279043661,12545.2468797476,8313.427696673467,15304.241749509474,108719.60996288634,30523.390037113655,1
135174,Basic,28008.0745895069,33789.90365654698,9282.571324828645,3868.6470939712613,15465.017560815762,90414.21422566955,44759.78577433045,0
169555,Middle,47508.636541257445,34331.441364312836,14206.545413801621,6949.330521561187,21187.33705394253,124183.29089487562,45371.70910512438,1
139358,Basic,32056.56693151337,28306.95272916516,9983.15198025142,3429.3079275225336,18710.21520972305,92486.19477817553,46871.80522182447,0
63555,Basic,15831.223636747001,14907.161678563625,4861.690034356798,2476.3551219211126,7902.273143901571,45978.70361549011,17576.296384509893,0
32159,Basic,7561.103450657918,7801.723961255116,1951.9955808738216,811.3055260653148,4737.983175098929,22864.1116939511,9294.888306048899,0
125510,Rich,42210.91761656452,32756.115227999995,15369.22283073895,9274.379847840713,12787.275039606946,112397.91056275112,13112.089437248884,2
121530,Middle,34331.93392450502,28886.27247972676,12746.111068638216,6830.275199796134,16708.031199082307,99502.62387174844,22027.376128251562,1
95077,Basic,22474.125535989366,22009.718909610805,5780.080941683412,2673.2079258025046,14121.019295612667,67058.15260869876,28018.847391301242,0
50920,Middle,13016.134583614225,10867.61351932572,5076.523903147391,3314.9882685532475,5508.718239855888,37783.97851449647,13136.02148550353,1
238139,Basic,50925.484790278824,48411.25608937702,16950.62875816228,5897.319135094555,28441.830822501473,150626.51959541414,87512.48040458586,0
213193,Middle,58027.95212982979,52139.69459368735,20563.149543463496,9456.548730123752,26908.31373247727,167095.6587295817,46097.341270418314,1
215551,Middle,64266.077935225345,49659.56238070717,25722.883950299874,14061.085646472473,21942.72273587787,175652.33264858273,39898.66735141727,1
235547,Basic,54863.60247461381,50486.753885406346,15731.832144896434,6026.918433765552,27663.469001006317,154772.57593968845,80774.42406031155,0
34457,Rich,11927.581215045686,8970.265211090675,4951.658893990802,1754.3345407805534,2881.813315304119,30485.65317621184,3971.3468237881607,2
212629,Middle,62243.68496872472,49229.52491480957,23365.68291180846,9841.008097875401,26972.875903933404,171652.77679715154,40976.22320284846,1
223261,Rich,75207.91505368766,62817.98907715241,27591.696919744914,17591.51863831612,23899.262496965985,207108.3821858671,16152.617814132886,2
93953,Rich,32450.195546753246,26916.4564436941,12850.250245116906,4923.188694956298,8867.151184681743,86007.2421152023,7945.757884797698,2
67995,Basic,16517.24139049516,14389.794980340233,3635.364641079268,1803.3716264230952,7548.933699163665,43894.706337501426,24100.293662498574,0
186829,Basic,46009.333407250524,45473.86698793081,12142.10954691574,3965.7962945189315,25357.948427911913,132949.05466452794,53879.94533547206,0
24692,Basic,5708.064123507752,6136.646796481401,1648.6502022626846,659.9646763652928,3109.9841828920853,17263.309981509214,7428.690018490786,0
191830,Middle,57350.10385950642,45045.16027164056,20502.607301541848,9058.298480713498,26315.263547182665,158271.433460585,33558.56653941501,1
218481,Basic,51892.20697874111,47162.280723217176,14094.518454436664,5656.924615683275,24674.207123476022,143480.13789555425,75000.86210444575,0
217283,Basic,43737.93879160095,46555.1831756755,14475.197578582038,4352.618216684313,24805.2346093708,133926.1723719136,83356.82762808641,0
211769,Middle,62275.01923328812,48639.618360980036,22090.580095712205,11033.361665333774,28339.69146776222,172378.27082307637,39390.72917692363,1
52065,Middle,13510.692473689183,12544.402634132648,4408.216761178505,3107.2413159004245,6094.59698244009,39665.15016734085,12399.84983265915,1
238165,Basic,56534.57133193878,54179.733717613584,15140.289842278504,5570.3097278907635,31399.929202064144,162824.83382178578,75340.16617821422,0
114299,Basic,28430.56091665549,27578.082293172345,5920.716292141944,3146.0328343461156,16719.560618371943,81794.95295468783,32504.047045312167,0
178678,Basic,40229.74253629968,41650.8408405877,13825.742776147354,6696.1177538968695,22351.013053041373,124753.45695997296,53924.54304002704,0
26534,Basic,5887.425349735841,5757.470196936868,1899.0538571465245,682.9781547435587,2984.925887451875,17211.853446014666,9322.146553985334,0
240735,Rich,76508.59091887204,62316.8433358858,32440.483444585214,16487.270781498148,23908.6305564151,211661.81903725627,29073.180962743732,2
55397,Rich,17700.243859687616,16367.216884442512,5620.368515852073,4048.0378500122156,6430.283381846927,50166.15049184135,5230.849508158652,2
106387,Basic,23651.716232090577,24206.715465804387,8333.709750881191,2579.4113603736005,13405.479302563463,72177.03211171321,34209.96788828679,0
16016,Rich,5184.956678604272,4210.920832414592,2257.1294588827845,1233.0400937718396,1782.217287915518,14668.264351589009,1347.7356484109914,2
235861,Middle,61269.12799323568,48195.23099589957,24580.909669944132,9838.432819258653,31520.769345059914,175404.47082339795,60456.52917660205,1
70591,Rich,23049.45880685602,19987.085383005397,9142.137254135454,4424.71991256478,6214.4848409311535,62817.88619749281,7773.113802507192,2
235884,Rich,74370.71213017606,65157.06467245345,31276.66267009859,17310.227158643702,26109.25191002553,214223.91854139738,21660.081458602624,2
38247,Basic,9509.521318175337,8196.028894351472,1993.9431377111798,1029.34681627339,5246.139189694763,25974.979356206146,12272.020643793854,0
39300,Rich,12650.889394280424,11431.954266108209,5009.426307590519,3061.224440981363,4634.041330822535,36787.535739783045,2512.464260216955,2
220137,Rich,66803.92430207247,60057.9242688987,28724.45604381481,12696.660405503342,21195.46643928602,189478.43145957534,30658.56854042466,2
97798,Rich,32653.194967911433,25558.2076961103,12723.428617909774,6936.170080964385,8177.854329302143,86048.85569219803,11749.144307801966,2
24268,Rich,7884.102072067712,6386.221308310013,3305.7704043680274,1351.4039924352342,2807.5531893711504,21735.05096655214,2532.9490334478614,2
101807,Middle,27645.392232346065,21369.304725326056,9928.307400841519,5320.669287807435,12364.047625458808,76627.72127177988,25179.278728220117,1
27185,Basic,6232.924188186405,6145.405385588726,1481.4007397423604,579.3553417979762,3709.95794868155,18149.04360399702,9035.956396002981,0
209776,Basic,47825.964241964895,45720.68725622979,15576.02211717068,5823.6270899313295,29326.31863180285,144272.61933709955,65503.380662900454,0
232851,Middle,61772.53100236919,47418.30501893487,27314.723413640288,12070.188750128911,32514.062914027523,181089.81109910077,51761.18890089923,1
185171,Rich,58135.76991464537,52277.15370885247,26602.69238560034,9489.887957821495,20966.066207307515,167471.57017422718,17699.429825772822,2
154643,Middle,43078.3824943937,35625.66272198414,15607.548908745583,10242.66360191277,15800.133233149534,120354.39096018573,34288.60903981427,1
53044,Rich,16605.499500031376,15583.69740556225,7299.771272255253,2680.2790962954195,5340.483251463032,47509.73052560733,5534.2694743926695,2
66214,Middle,18306.75627403545,14570.000484767972,6084.784083566104,4002.751877356085,7309.331891498028,50273.62461122364,15940.37538877636,1
207300,Basic,49741.10184587323,49783.480171354844,12947.51088026537,5321.590053231399,23672.397352187745,141466.08030291257,65833.91969708743,0
129752,Basic,29079.313193557813,30618.742178483943,7884.517911815055,4178.126883196684,15456.60618647564,87217.30635352913,42534.69364647087,0
63984,Basic,13771.030586733106,12876.33056331781,3206.713204241197,1570.4331211680596,7698.574992733745,39123.08246819391,24860.917531806088,0
55774,Rich,19106.112017422576,16170.233008260077,6322.4437677791275,3197.8699600101895,4969.066447674388,49765.72520114636,6008.274798853643,2
17568,Rich,5568.386079920557,4829.617755262984,2142.1257709525357,993.4387066857985,1497.1108147955792,15030.679127617455,2537.3208723825446,2
135151,Middle,33872.74519676609,28070.614283450836,14625.26475152421,6393.8798885687465,16681.70016198661,99644.20428229649,35506.79571770351,1
208664,Middle,58335.163146946,50985.38850742273,24112.002410046578,13014.793514146615,21233.199929440427,167680.54750800235,40983.452491997654,1
213635,Basic,48869.75844906564,51129.08798955444,10792.549943290633,6621.337448770462,30525.922164249918,147938.6559949311,65696.34400506891,0
148767,Rich,48156.63717584132,37222.29337432223,14958.621213975668,9297.800801337944,12823.766977023532,122459.1195425007,26307.880457499297,2
139375,Middle,39474.14051661865,32814.44487731476,12141.679859693004,9290.179812643002,17017.04529469689,110737.4903609663,28637.5096390337,1
194262,Rich,59666.076585031115,55988.75219720785,27099.301316112917,13438.824513328114,22172.797011849376,178365.7516235294,15896.248376470612,2
151330,Rich,50978.33259287007,44507.70971072803,18416.01391886538,10960.51620185866,18158.09616374869,143020.66858807084,8309.33141192916,2
233610,Basic,55189.55885262792,48055.72364505982,15313.033102400443,7416.406350245676,25395.86779017138,151370.5897405052,82239.41025949479,0
54504,Basic,13524.872281461989,11379.290010009858,3015.5285056814846,2087.6853937633027,6718.177846343178,36725.55403725981,17778.44596274019,0
179231,Rich,54335.56492413254,50168.43719007412,23316.39691459249,9308.366064404534,21310.727176596673,158439.49226980036,20791.507730199635,2
28986,Rich,9484.262628701428,8057.811940155133,3652.4032702383206,1980.3801409433688,2625.3197053560025,25800.177685394254,3185.822314605746,2
76858,Rich,24161.239776132512,21179.524988177556,10785.81307127096,3957.874748605688,8003.697637712947,68088.15022189966,8769.849778100339,2
144312,Rich,49114.98836506855,37210.25226811181,14539.596653914976,8569.448431453624,14940.007784222471,124374.29350277144,19937.70649722856,2
27666,Basic,5724.487113770788,6122.655075766239,1841.7157963907032,884.6939939911188,3146.1937336598194,17719.745713578668,9946.254286421332,0
53660,Middle,14488.279513351219,12820.28415158826,6313.02321946064,3533.8549570341706,6879.972635150798,44035.414476585094,9624.585523414906,1
149633,Basic,32996.26714914558,32417.66485391192,8042.578775585496,3311.5316554937726,20113.350824435267,96881.39325857203,52751.60674142797,0
41854,Middle,11007.171774721388,8903.730511197182,5019.45823240453,1910.1235912254951,4495.244658682274,31335.72876823087,10518.27123176913,1
79505,Rich,24243.798451652623,22181.121198374305,10446.415674314854,4846.373388311602,8063.12148959357,69780.83020224696,9724.169797753042,2
119488,Middle,34582.214157677285,28785.281543221456,14137.399924124456,7734.223993058575,15323.388679524593,100562.50829760637,18925.49170239363,1
198323,Basic,41446.10542178304,40653.87040271504,10240.47884628374,6610.208050743453,27839.950638964812,126790.6133604901,71532.3866395099,0
37662,Basic,8490.30274753319,7635.432262629228,2488.1067834077694,1458.0837737507525,4891.565399844917,24963.490967165857,12698.509032834143,0
23392,Rich,7964.306390506108,6783.858537558991,3429.418195103451,1710.1157385824552,2570.9684169517677,22458.667278702775,933.3327212972254,2
45535,Basic,9639.993242471906,9243.434597377272,2983.816749236754,1024.02223317711,6744.179461315916,29635.44628357896,15899.55371642104,0
224675,Rich,70659.44230222878,65750.5119447683,26821.978133368128,13412.160042601188,26378.27008994869,203022.3625129151,21652.637487084896,2
128569,Basic,28049.400988527686,28222.74630644554,6837.653420391564,4295.353146174139,14713.689733997971,82118.8435955369,46450.156404463094,0
67256,Basic,15420.469695610695,15439.797510390134,4813.914841809667,2347.559227880274,8455.600646405497,46477.34192209626,20778.65807790374,0
104135,Rich,32963.892323184016,30394.14744668075,12026.892970057626,6792.233786576915,10002.177510076808,92179.34403657613,11955.655963423866,2
142478,Middle,41710.99291380946,31572.54442402977,13598.665609087484,8647.661003500089,18539.53022254193,114069.39417296874,28408.605827031264,1
50222,Basic,10313.70752359142,11320.462689610327,3619.2158685661707,2000.9195765461418,6602.050614782867,33856.35627309693,16365.643726903072,0
92373,Middle,24803.504071319192,19519.115086426056,10614.877888777786,5952.234970156818,10317.707636192707,71207.43965287256,21165.560347127437,1
225647,Basic,47393.001462265194,53197.82341385557,13414.38963747347,5895.699393079614,24282.89186900376,144183.8057756776,81463.19422432239,0
138684,Basic,29567.259048771903,30701.22290585895,9983.188558988631,3706.4910353135297,16147.008210821126,90105.16975975415,48578.83024024585,0
242426,Basic,51938.71900816384,54282.61981900161,13435.03096405364,7203.110326569442,32778.1231693027,159637.60328709125,82788.39671290875,0
230723,Basic,46488.26772309594,46257.416398114314,12056.127495987366,7086.241928441904,32929.42200788929,144817.4755535288,85905.52444647119,0
209407,Middle,52402.89206879515,51688.571690458215,17642.77857089805,13665.79733980267,25996.358388539196,161396.39805849327,48010.60194150673,1
25965,Middle,7347.260728034759,5855.9941845585545,2572.662286671278,1688.9449097244428,3577.8294922739174,21042.691601262955,4922.308398737045,1
39538,Basic,8863.237881382327,8128.2930688230745,2113.784066161192,1424.585343958216,5000.35231934194,25530.252679666748,14007.747320333252,0
123066,Basic,27576.562456511805,28800.93194494489,9324.125949133782,4009.178047807356,17000.63199750859,86711.43039590643,36354.56960409357,0
216664,Middle,62456.328641863816,47192.25152706388,19708.478460014427,13874.062343513158,25752.453287157066,168983.57425961233,47680.42574038767,1
244090,Rich,84251.76429160635,61873.04010824274,25119.515626123484,18992.673363174585,25858.45440010186,216095.447789249,27994.55221075099,2
128252,Rich,40909.81883316058,36904.90041605025,17136.562901765225,8456.427899701206,10767.388157726815,114175.09820840407,14076.901791595927,2
154182,Middle,44806.673656398554,37512.659379276,13396.372509536981,10101.287625753845,22185.612705357795,128002.60587632317,26179.39412367683,1
225381,Basic,51267.738503309905,52470.71436814527,13853.520882665583,5777.829666145718,30674.164182155433,154043.9676024219,71337.03239757809,0
173338,Basic,42137.38572900511,40336.42474371217,11327.242798047548,4017.7140247047,17797.121316274697,115615.88861174423,57722.11138825577,0
199064,Rich,64155.25952668391,50257.18607739318,25573.101458298996,12238.828112214425,21954.283796814863,174178.65897140536,24885.341028594645,2
229020,Rich,72205.98093727115,64045.244908778055,29059.014007617654,11483.37719079311,18984.744799619693,195778.36184407966,33241.638155920344,2
113806,Middle,30103.782239509204,27781.382281532457,9773.727358292968,6979.361205171773,16919.34777137636,91557.60085588276,22248.39914411724,1
152982,Rich,51941.73026728991,40103.813366080365,22246.376713425703,8076.411570508997,15103.251622050755,137471.58353935575,15510.41646064425,2
125989,Middle,37088.275870627156,29237.421272178188,12163.706602619122,6146.296008020475,14961.819948832679,99597.51970227763,26391.480297722374,1
105982,Rich,34491.53339174631,28186.145688788994,15732.857597960314,8265.783074817686,12169.580141771605,98845.89989508489,7136.100104915109,2
136626,Rich,43869.4461554059,38878.989776859744,19830.097845154785,10317.023375508637,13194.393704700997,126089.95085763007,10536.049142369928,2
134176,Rich,41006.77552769318,34051.38898489322,17289.007266610195,9295.557375045859,15295.219252576413,116937.94840681886,17238.05159318114,2
146278,Basic,31395.02560727227,30480.462420833956,8977.10645796922,3959.965238693639,15596.664682791188,90409.22440756026,55868.775592439735,0
233126,Basic,54461.52828248905,52554.66586872383,16699.67390926033,6306.949401613791,27109.08268881317,157131.90015090018,75994.09984909982,0
233969,Basic,52322.204988040896,57058.10595973786,11981.187311657279,8445.498588600765,27713.48313729613,157520.47998533293,76448.52001466707,0
137409,Rich,47094.317285728444,39863.74566205631,16137.046712172456,9730.796425260238,11870.119099019264,124696.02518423671,12712.974815763286,2
38419,Middle,11326.46204762903,8460.807110258897,3773.7072206532575,2350.196709453698,5418.693052698183,31329.866140693062,7089.133859306938,1
196708,Middle,51501.52541773027,45846.2431657462,18821.006048693867,10044.124443249138,26457.47998878592,152670.3790642054,44037.620935794606,1
65015,Middle,17512.386028462402,14128.112206909449,7375.011394173105,2798.1340157261866,8698.657943665306,50512.30158893645,14502.698411063553,1
137096,Middle,35978.96282935597,27525.43734807017,11882.188568214824,7978.9660725845715,18570.5250721978,101936.07989042334,35159.92010957666,1
122059,Basic,24540.314600155045,24634.102659198234,9407.85163986848,2620.1326970628506,17663.049004929002,78865.45060121361,43193.54939878639,0
200340,Basic,42353.53795804283,47480.75830418482,11878.558772815322,7447.6476162108775,27050.45638695579,136210.95903820964,64129.040961790364,0
125687,Rich,40231.23640856356,31901.26132788888,17173.244400508505,8610.381829689873,10069.598603175016,107985.72256982583,17701.277430174174,2
102939,Rich,30930.18352769738,29897.566993374134,11629.017485626202,7111.438908667781,10105.375126248591,89673.58204161409,13265.417958385908,2
164213,Middle,48142.571648733145,40371.44676329495,19684.591396885306,7325.627989799464,23506.79574819386,139031.03354690672,25181.96645309328,1
226428,Basic,48297.334414497454,51974.462846042006,14757.033936820131,4610.020333113453,33203.07676832886,152841.9282988019,73586.07170119809,0
120878,Middle,30692.900888616365,28335.126327008416,13465.842253887291,7719.1041385155795,12906.715322954045,93119.6889309817,27758.311069018295,1
217982,Rich,70272.70964758143,63535.52820174698,25097.130981839084,13957.923752665596,19817.12633273991,192680.41891657302,25301.58108342698,2
202116,Rich,65319.357918865506,59501.31247813913,24810.99445397096,13476.5613972898,19435.28281904344,182543.50906730883,19572.490932691173,2
213286,Middle,58228.32767683523,42819.022210890755,19483.637793497033,11324.943073102802,28087.601091079257,159943.5318454051,53342.46815459491,1
179899,Rich,58017.89461273573,48013.3974138253,21480.828719483925,10302.599828895043,21044.543879070774,158859.2644540108,21039.735545989213,2
201892,Middle,55739.78916706897,40513.76307305753,16308.401760193565,13968.675112112127,22424.658168056358,148955.28728048856,52936.712719511444,1
77623,Basic,18651.28661013168,15750.775186651825,6026.252453313229,2909.9574215123716,9978.798227382717,53317.069898991824,24305.930101008176,0
227806,Middle,57053.997406053466,48497.74319838802,21931.545600530186,12256.400985393853,26171.250363652987,165910.9375540185,61895.062445981486,1
90450,Basic,18239.00673414041,20758.851193302788,5944.79369078972,2320.9481494912015,9216.746313333546,56480.34608105767,33969.65391894233,0
108426,Basic,27077.193467186305,24298.191714641995,7880.415477557883,3149.372031289522,11076.639097855264,73481.81178853096,34944.18821146904,0
132845,Rich,41909.94554904416,35337.50158409645,18853.049576919573,9249.585442821799,12091.179421959432,117441.26157484141,15403.73842515859,2
168371,Rich,58658.267195295244,44799.6659931331,25240.78305814037,13450.302315483112,14757.452243341466,156906.47080539327,11464.52919460673,2
58585,Rich,18491.59691459487,16069.994968411173,7803.81689095996,3857.319793996628,6958.589138764531,53181.31770672716,5403.682293272839,2
124225,Middle,35553.12769635893,26162.06357073,10460.229727011569,7534.499510151096,13406.687719072765,93116.60822332437,31108.391776675635,1
79044,Middle,22874.056408374967,17038.079116346304,7357.078043398695,3187.3664438410974,10674.936729813018,61131.51674177408,17912.48325822592,1
188629,Rich,57656.998012541924,54446.6345223183,23501.92676902104,13869.587516451962,19496.13916649323,168971.28598682643,19657.714013173565,2
195152,Middle,49592.3508950525,46501.32924063449,16157.020363047208,10608.66794517639,21196.914691940896,144056.2831358515,51095.716864148504,1
124556,Rich,42052.19302141067,36816.207848531,15906.58692016266,8197.580751661862,13770.727995261346,116743.29653702753,7812.703462972466,2
17693,Middle,4427.742971898977,4350.495183207195,1555.1784768317357,1230.0804623461286,2420.6270550632225,13984.124149347259,3708.875850652741,1
241075,Basic,57547.62977159696,56124.70667467836,15464.936053697975,7577.60292354086,24666.82878730482,161381.70421081898,79693.29578918102,0
110259,Basic,25491.657577523223,25503.447531349488,8460.837261621782,3320.2432862779715,11451.19307711775,74227.37873389022,36031.62126610978,0
215235,Rich,67865.70394724802,60864.46982582125,24098.344066215566,12573.132172111418,24282.54594945713,189684.1959608534,25550.804039146606,2
40939,Middle,11430.823274931678,9228.730226468913,3796.604202762513,2535.263885891874,4682.8452494793655,31674.266839534343,9264.733160465657,1
194997,Middle,55935.50873750306,39682.878917385526,22343.078719379264,10722.298849767503,23775.087386612453,152458.85261064782,42538.147389352176,1
189013,Basic,43577.16840428869,43701.62081371714,10199.340946685263,6639.019590238639,21509.001769021765,125626.1515239515,63386.8484760485,0
